"","male","white","black","hispanic","mompro2","poppro2","siblings","norest96","norcen96","south96","west96","height81","height85","esteem80","athlets","wage96","hgc96","daded79","momed79","age","clubnum"
"273",1,1,0,0,0,0,6,0,0,1,0,71,72,28,1,96.1538467407227,15,12,12,36,0
"274",1,1,0,0,0,1,6,1,0,0,0,76,76,23,1,17.7884616851807,13,18,15,35,0
"275",0,1,0,0,0,1,6,1,0,0,0,65,65,28,0,13.4607038497925,14,18,14,33,2
"276",0,1,0,0,0,1,1,1,0,0,0,63,64,22,0,10.1214570999146,12,13,12,34,0
"277",1,1,0,0,1,0,2,1,0,0,0,70,70,27,0,10.495626449585,12,13,16,36,0
"278",0,1,0,0,0,0,2,1,0,0,0,63,63,25,0,4.2313117980957,13,10,12,36,1
"279",1,1,0,0,0,0,1,0,0,1,0,72,72,22,0,18.1623935699463,12,14,12,33,0
"280",0,1,0,0,0,1,2,NA,NA,NA,NA,65,66,26,0,NA,NA,12,14,NA,0
"281",1,1,0,0,0,0,3,1,0,0,0,74,75,22,1,23.5849056243896,18,13,13,34,1
"282",0,1,0,0,0,0,3,1,0,0,0,64,64,23,0,13.8888893127441,16,13,13,32,3
"283",1,0,0,1,0,0,6,1,0,0,0,69,69,22,0,13.7362632751465,12,12,8,37,0
"284",1,0,0,1,0,0,5,1,0,0,0,65,65,25,0,12.8571424484253,12,11,8,36,0
"285",0,0,0,1,0,1,5,1,0,0,0,60,61,23,1,12.0192308425903,10,12,8,35,1
"286",0,0,0,1,0,0,5,1,0,0,0,62,64,22,0,11.6731519699097,16,12,NA,32,0
"287",0,1,0,0,0,0,3,1,0,0,0,69,69,22,0,10.6275300979614,12,8,10,37,0
"288",0,1,0,0,0,0,4,1,0,0,0,66,65,23,0,NA,12,9,10,34,0
"289",0,1,0,0,0,0,4,1,0,0,0,67,67,24,0,4.75555562973022,12,8,11,33,0
"290",0,0,0,1,0,0,11,1,0,0,0,64,64,22,0,3.47490358352661,10,7,6,36,1
"291",1,0,1,0,0,0,1,1,0,0,0,74,74,26,0,1.06382977962494,12,NA,10,37,0
"292",0,1,0,0,0,0,2,1,0,0,0,65,65,27,1,1.5151515007019,18,12,12,39,4
"293",0,1,0,0,0,0,2,0,0,1,0,63,64,21,1,5,13,12,12,36,2
"294",0,1,0,0,0,1,3,NA,NA,NA,NA,65,NA,25,1,NA,NA,18,12,NA,0
"295",1,1,0,0,1,0,1,NA,NA,NA,NA,71,71,21,1,NA,NA,12,12,NA,0
"296",1,1,0,0,0,1,10,1,0,0,0,66,NA,24,1,13.9285717010498,12,NA,NA,33,0
"297",0,1,0,0,0,0,2,1,0,0,0,62,62,23,1,12.2307691574097,12,NA,12,38,2
"298",0,0,0,1,0,0,4,1,0,0,0,59,60,19,0,12.0192308425903,12,12,6,32,0
"299",1,0,0,1,0,0,4,1,0,0,0,65,67,21,0,NA,11,12,6,NA,0
"300",1,0,0,1,0,0,2,NA,NA,NA,NA,67,67,20,0,NA,NA,6,2,NA,0
"301",1,0,0,1,0,0,5,1,0,0,0,67,68,20,0,14.4230766296387,12,NA,5,34,1
"302",1,0,0,1,0,0,5,1,0,0,0,61,61,20,0,7.21153831481934,12,NA,5,36,0
"303",1,0,0,1,0,0,6,1,0,0,0,63,64,20,0,10.7692308425903,12,NA,4,33,1
"304",1,0,0,1,0,0,5,1,0,0,0,67,66,19,0,NA,11,NA,5,31,1
"305",0,0,0,1,0,0,1,NA,NA,NA,NA,59,NA,21,NA,NA,NA,NA,3,NA,NA
"306",1,0,1,0,0,1,0,1,0,0,0,70,69,25,1,11.2980766296387,13,11,11,36,0
"307",0,1,0,0,1,0,1,1,0,0,0,63,63,22,0,11.655948638916,12,12,NA,38,0
"308",1,1,0,0,0,0,1,0,0,1,0,65,68,21,0,8.07692337036133,12,12,12,34,0
"309",1,1,0,0,0,0,5,1,0,0,0,70,70,21,1,27.027027130127,13,12,12,37,0
"310",1,1,0,0,0,0,4,0,0,1,0,68,69,23,1,9.61538505554199,12,8,12,35,0
"311",1,1,0,0,0,0,4,1,0,0,0,69,73,21,0,16.8269233703613,12,12,NA,31,0
"312",0,1,0,0,0,0,3,1,0,0,0,64,66,24,1,16.8128662109375,12,10,NA,34,5
"313",1,1,0,0,0,0,3,1,0,0,0,NA,65,28,0,15.3488368988037,11,10,11,32,0
"314",0,1,0,0,0,0,4,1,0,0,0,67,66,NA,1,1.28755366802216,12,NA,NA,37,0
"315",1,1,0,0,0,0,2,1,0,0,0,71,67,19,0,5,12,10,NA,32,0
"316",1,1,0,0,0,1,2,1,0,0,0,67,67,22,0,17.8571434020996,12,12,12,32,0
"317",1,1,0,0,1,1,2,1,0,0,0,73,73,27,1,8.82692337036133,16,18,12,37,0
"318",1,1,0,0,0,1,2,1,0,0,0,70,70,24,0,9.40959453582764,12,12,12,33,0
"319",0,1,0,0,0,0,1,1,0,0,0,64,64,26,0,25.9615383148193,18,NA,NA,39,2
"320",1,1,0,0,0,0,1,1,0,0,0,69,NA,20,1,14.7174253463745,12,10,12,36,0
"321",0,1,0,0,0,1,4,1,0,0,0,67,66,22,0,30.4487171173096,16,12,10,NA,1
"322",0,1,0,0,0,1,4,0,0,1,0,64,64,28,1,NA,14,12,10,38,0
"323",1,1,0,0,0,0,3,1,0,0,0,70,73,21,0,19.230770111084,12,12,13,36,0
"324",1,1,0,0,0,0,3,1,0,0,0,68,71,20,0,8,9,12,12,34,0
"325",1,1,0,0,0,0,3,NA,NA,NA,NA,67,70,24,0,NA,NA,12,12,NA,0
"326",0,1,0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,16,NA,NA
"327",0,1,0,0,1,0,3,0,0,0,1,69,69,27,1,11.5384616851807,16,16,15,37,3
"328",1,0,0,1,0,0,3,NA,NA,NA,NA,NA,69,NA,0,NA,NA,NA,12,NA,0
"329",1,0,0,1,0,0,3,NA,NA,NA,NA,64,70,21,0,NA,NA,NA,12,NA,0
"330",1,0,0,1,0,0,5,1,0,0,0,65,65,16,0,NA,9,6,5,NA,0
"331",1,0,0,1,0,0,10,1,0,0,0,63,64,22,0,NA,12,NA,5,34,0
"332",1,0,0,1,0,0,5,0,0,1,0,69,68,23,0,6.51629066467285,9,6,5,32,0
"333",0,0,1,0,0,0,5,1,0,0,0,68,68,26,1,14.9038457870483,12,NA,12,39,4
"334",1,0,1,0,0,0,5,NA,NA,NA,NA,75,75,25,0,NA,NA,NA,9,NA,0
"335",0,0,1,0,0,0,7,0,0,1,0,64,65,27,0,10.1317119598389,15,12,13,39,1
"336",1,0,1,0,0,0,0,0,0,1,0,67,69,24,0,NA,12,12,12,32,2
"337",1,0,1,0,0,0,2,1,0,0,0,71,70,22,0,NA,12,12,12,38,0
"338",0,0,1,0,0,0,6,1,0,0,0,63,63,24,1,14.2857141494751,12,NA,12,36,2
"339",0,0,1,0,0,0,6,1,0,0,0,61,61,26,0,NA,11,NA,12,35,0
"340",0,0,1,0,0,0,6,1,0,0,0,63,61,23,0,3.2380952835083,12,NA,12,33,0
"341",0,1,0,0,0,0,3,NA,NA,NA,NA,64,64,28,0,NA,NA,16,12,37,1
"342",1,1,0,0,0,0,3,1,0,0,0,71,70,23,1,25.9615383148193,16,16,12,33,3
"343",0,0,1,0,0,0,5,0,0,1,0,60,60,20,0,6.41025638580322,13,14,NA,37,0
"344",0,1,0,0,0,1,0,1,0,0,0,63,63,21,0,NA,16,16,16,36,3
"345",0,0,1,0,0,1,0,NA,NA,NA,NA,64,65,26,1,NA,NA,14,13,NA,3
"346",1,1,0,0,0,0,2,0,0,0,1,69,69,27,1,15.384614944458,16,8,12,34,1
"347",0,1,0,0,0,1,3,1,0,0,0,66,66,26,1,5.76923084259033,15,12,12,33,1
"348",1,1,0,0,0,1,4,1,0,0,0,68,68,25,1,0,12,12,12,39,1
"349",1,1,0,0,0,1,4,1,0,0,0,67,66,21,1,0,13,12,12,37,1
"350",1,1,0,0,0,1,4,1,0,0,0,69,69,25,1,18.269229888916,17,12,12,33,1
"351",1,1,0,0,0,1,3,0,0,1,0,73,73,24,1,39.0058326721191,12,16,12,36,0
"352",0,1,0,0,0,1,3,1,0,0,0,64,64,27,0,12.6995649337769,12,16,12,34,2
"353",1,1,0,0,0,0,4,1,0,0,0,69,66,26,0,11.702127456665,12,12,12,36,0
"354",0,1,0,0,0,0,4,1,0,0,0,64,64,23,0,NA,12,12,12,39,1
"355",1,1,0,0,0,0,4,1,0,0,0,62,64,22,1,23.0870704650879,13,12,12,31,0
"356",1,1,0,0,0,0,3,1,0,0,0,67,68,25,0,22.8136882781982,11,12,12,34,0
"357",1,1,0,0,0,0,3,1,0,0,0,68,68,25,1,17.1274032592773,16,13,12,38,1
"358",1,1,0,0,0,0,3,1,0,0,0,72,72,21,1,25.480770111084,16,14,12,34,0
"359",0,1,0,0,1,0,3,1,0,0,0,62,63,19,1,20.6730766296387,16,13,14,33,4
"360",0,1,0,0,0,1,2,NA,NA,NA,NA,62,62,24,1,NA,19,16,16,34,1
"361",1,1,0,0,0,1,3,1,0,0,0,72,72,23,1,49.0810890197754,16,12,12,NA,0
"362",1,1,0,0,0,0,3,1,0,0,0,71,71,23,0,2.21153855323792,12,13,12,38,0
"363",0,1,0,0,0,0,3,0,0,1,0,65,65,21,0,NA,12,12,12,34,0
"364",1,1,0,0,0,1,8,1,0,0,0,74,74,20,1,16.3461532592773,16,14,14,36,3
"365",0,1,0,0,0,1,8,0,0,1,0,67,67,24,1,NA,14,16,14,34,3
"366",1,1,0,0,0,0,8,1,0,0,0,73,73,23,1,17.8571434020996,16,14,14,33,3
"367",0,1,0,0,1,1,2,0,0,1,0,69,69,27,0,12.9807691574097,16,16,16,36,2
"368",0,0,1,0,0,0,0,1,0,0,0,63,63,21,1,16.0256404876709,17,12,16,37,1
"369",0,1,0,0,0,1,1,1,0,0,0,65,65,22,1,15.4411764144897,16,19,12,37,2
"370",0,1,0,0,0,1,1,1,0,0,0,67,67,26,1,8.15217399597168,16,18,12,36,5
"371",0,1,0,0,0,1,2,1,0,0,0,68,NA,28,NA,NA,14,18,12,NA,NA
"372",1,1,0,0,0,1,2,1,0,0,0,72,72,24,1,NA,15,18,12,34,1
"373",0,1,0,0,0,0,2,1,0,0,0,61,60,NA,0,15.4798765182495,12,4,4,37,0
"374",0,1,0,0,0,0,2,1,0,0,0,63,63,22,0,11.3636360168457,12,4,4,35,0
"375",1,1,0,0,0,0,2,1,0,0,0,65,65,22,0,6.74157285690308,12,4,4,35,0
"376",1,1,0,0,0,0,2,1,0,0,0,65,64,28,1,21.1538467407227,15,12,12,35,0
"377",1,0,1,0,0,0,5,1,0,0,0,68,66,23,0,17.1428565979004,12,12,9,37,0
"378",1,0,1,0,0,0,5,1,0,0,0,67,67,25,0,9.61538505554199,10,12,9,34,2
"379",0,0,1,0,0,0,5,1,0,0,0,61,61,17,0,NA,8,12,9,32,0
"380",1,0,1,0,0,0,4,1,0,0,0,72,73,23,0,6.1538462638855,11,10,12,38,1
"381",1,0,1,0,0,0,0,1,0,0,0,73,73,28,1,19.230770111084,12,12,10,38,2
"382",0,0,1,0,0,0,5,1,0,0,0,59,60,26,0,4.21096563339233,13,10,5,NA,0
"383",1,0,1,0,0,0,5,NA,NA,NA,NA,70,68,23,0,NA,NA,10,5,36,0
"384",1,0,1,0,0,0,5,NA,NA,NA,NA,71,68,21,0,NA,NA,12,5,NA,0
"385",0,0,1,0,0,0,4,1,0,0,0,62,62,28,1,15.5925159454346,12,8,10,35,0
"386",0,0,1,0,0,0,4,1,0,0,0,66,65,24,0,14.9038457870483,12,7,10,34,0
"387",1,0,1,0,0,0,4,1,0,0,0,74,74,23,0,NA,12,7,10,33,1
"388",0,0,1,0,0,0,4,1,0,0,0,60,61,26,0,28.365385055542,15,14,12,33,3
"389",0,1,0,0,0,1,1,1,0,0,0,NA,NA,NA,NA,9.48717975616455,12,16,12,38,NA
"390",0,0,1,0,0,0,2,1,0,0,0,64,63,23,0,3.72023820877075,10,12,11,34,0
"391",0,0,1,0,0,0,2,1,0,0,0,66,67,23,0,8.65384578704834,12,12,12,32,0
"392",1,1,0,0,0,0,3,1,0,0,0,72,70,24,1,18.4294872283936,12,12,11,36,1
"393",1,1,0,0,0,0,3,1,0,0,0,72,72,27,0,16.2721900939941,13,12,11,33,1
"394",1,0,1,0,0,0,11,1,0,0,0,71,71,24,0,11.25,11,8,9,NA,0
"395",0,0,1,0,0,0,6,1,0,0,0,62,62,21,0,NA,14,NA,10,33,0
"396",1,0,1,0,0,0,8,1,0,0,0,75,76,27,1,2.91375303268433,12,NA,7,33,0
"397",0,0,1,0,0,0,2,1,0,0,0,63,66,21,0,NA,9,NA,6,37,0
"398",1,0,1,0,0,0,3,1,0,0,0,71,73,28,0,NA,10,12,12,37,1
"399",0,1,0,0,0,0,2,1,0,0,0,63,63,28,1,20.7792205810547,18,10,12,39,2
"400",0,1,0,0,0,0,2,1,0,0,0,65,65,27,1,26.9230766296387,16,10,12,35,1
"401",0,1,0,0,0,0,3,1,0,0,0,59,59,27,0,5.48387098312378,12,11,11,35,0
"402",0,1,0,0,0,0,5,1,0,0,0,66,66,23,0,NA,12,11,8,38,0
"403",1,1,0,0,0,0,9,1,0,0,0,74,74,20,0,NA,7,10,12,39,0
"404",1,1,0,0,0,0,4,NA,NA,NA,NA,69,68,19,0,NA,NA,NA,10,NA,0
"405",0,1,0,0,0,0,4,1,0,0,0,60,60,21,0,6.31313133239746,13,15,12,36,1
"406",1,1,0,0,0,0,4,1,0,0,0,65,66,26,0,5.23560190200806,13,NA,NA,32,0
"407",0,1,0,0,1,0,3,1,0,0,0,65,65,23,1,15.384614944458,16,NA,16,33,1
"408",1,1,0,0,0,0,5,1,0,0,0,73,73,26,0,29.3269233703613,12,12,12,35,2
"409",1,1,0,0,0,1,6,0,0,1,0,71,70,25,0,31.1965808868408,16,16,16,38,1
"410",1,1,0,0,0,0,5,0,0,1,0,71,71,25,1,5.83150005340576,12,12,12,35,0
"411",1,1,0,0,0,0,2,0,0,1,0,71,71,22,1,7.37179470062256,12,12,11,33,0
"412",1,1,0,0,0,0,2,1,0,0,0,71,72,23,1,10.2564105987549,13,12,11,31,0
"413",1,1,0,0,0,0,7,1,0,0,0,69,70,23,1,3.71287131309509,12,11,14,NA,1
"414",0,1,0,0,1,1,1,1,0,0,0,61,62,21,1,6.92307710647583,14,16,17,32,0
"415",1,1,0,0,0,0,5,1,0,0,0,70,70,23,0,12.2549018859863,10,NA,8,34,0
"416",0,1,0,0,0,0,1,1,0,0,0,66,66,28,0,NA,19,NA,NA,39,2
"417",1,1,0,0,0,0,1,1,0,0,0,72,72,24,0,10.0961542129517,12,16,12,35,0
"418",0,1,0,0,0,0,1,1,0,0,0,64,65,25,1,6.53846168518066,13,12,13,32,0
"419",1,1,0,0,1,0,1,0,0,1,0,NA,66,18,1,3.77551031112671,12,NA,18,33,1
"420",1,1,0,0,1,0,1,1,0,0,0,61,66,21,1,10.3773584365845,12,NA,18,31,1
"421",1,1,0,0,0,1,2,0,0,0,1,70,70,28,1,23.9316234588623,20,20,16,NA,4
"422",1,1,0,0,1,1,2,1,0,0,0,67,67,25,1,17.0178279876709,19,20,16,37,4
"423",0,1,0,0,1,1,2,1,0,0,0,61,61,24,0,15.8730154037476,20,20,16,35,5
"424",1,1,0,0,0,0,6,1,0,0,0,71,70,28,0,21.1538467407227,12,12,NA,39,0
"425",0,1,0,0,0,0,6,1,0,0,0,64,64,25,0,NA,12,12,14,38,0
"426",1,0,0,1,0,0,4,1,0,0,0,74,74,23,1,25,12,12,12,38,0
"427",0,1,0,0,0,0,5,0,0,1,0,NA,65,NA,NA,20.6043949127197,12,9,12,NA,NA
"428",0,1,0,0,0,0,3,1,0,0,0,64,64,28,1,11.5384616851807,14,16,12,38,1
"429",1,1,0,0,0,0,4,NA,NA,NA,NA,68,NA,24,1,NA,NA,12,12,NA,1
"430",1,1,0,0,0,0,4,NA,NA,NA,NA,67,67,23,1,NA,NA,NA,12,NA,0
"431",0,1,0,0,0,1,4,1,0,0,0,63,63,NA,0,15.384614944458,14,15,15,36,0
"432",1,1,0,0,0,0,2,1,0,0,0,70,69,21,0,19.230770111084,12,12,12,37,0
"433",1,1,0,0,0,0,2,1,0,0,0,72,72,19,0,5.76923084259033,12,11,12,35,0
"434",1,1,0,0,0,0,4,1,0,0,0,71,72,24,0,0,12,8,8,32,0
"435",1,1,0,0,0,0,5,1,0,0,0,72,72,28,NA,13.2032146453857,12,12,7,34,NA
"436",0,1,0,0,0,0,3,1,0,0,0,60,60,25,1,0,12,12,12,33,0
"437",0,1,0,0,0,0,5,1,0,0,0,64,64,22,1,7.05128192901611,12,10,8,38,1
"438",0,1,0,0,0,0,2,0,0,1,0,59,59,25,0,8.65224647521973,13,12,10,33,1
"439",0,1,0,0,0,0,2,1,0,0,0,65,65,25,0,18.7728939056396,16,8,12,35,2
"440",1,1,0,0,0,0,0,NA,NA,NA,NA,71,72,27,0,NA,NA,12,12,NA,0
"441",1,1,0,0,0,0,1,1,0,0,0,60,73,24,0,6.86813163757324,12,9,12,32,1
"442",0,1,0,0,0,0,1,1,0,0,0,64,64,21,1,12.4481325149536,12,8,12,39,1
"443",1,1,0,0,0,0,1,1,0,0,0,71,69,27,1,8.46153831481934,14,14,16,34,1
"444",0,1,0,0,0,1,1,1,0,0,0,67,66,25,1,1.43410849571228,16,16,13,34,1
"445",1,1,0,0,0,1,1,1,0,0,0,72,74,28,1,14.9572649002075,16,16,14,31,1
"446",0,1,0,0,0,0,2,1,0,0,0,63,61,26,0,12.5,12,11,12,37,1
"447",1,1,0,0,0,0,1,NA,NA,NA,NA,71,71,21,0,NA,NA,6,NA,NA,1
"448",1,1,0,0,0,0,3,1,0,0,0,68,68,20,0,7.45192289352417,12,12,12,32,0
"449",0,1,0,0,0,0,4,1,0,0,0,62,62,28,1,10.5203619003296,12,12,12,36,1
"450",1,1,0,0,0,0,4,1,0,0,0,68,68,28,0,13.4615383148193,12,12,12,34,1
"451",1,1,0,0,0,0,4,1,0,0,0,64,68,22,0,11.1538457870483,12,12,12,31,0
"452",0,1,0,0,0,0,3,1,0,0,0,64,64,25,0,2.85803174972534,16,NA,12,31,1
"453",1,1,0,0,0,1,1,1,0,0,0,73,NA,22,NA,12.0192308425903,13,12,12,35,NA
"454",0,1,0,0,0,0,2,0,0,1,0,67,68,19,0,15.2788887023926,17,12,12,34,2
"455",0,1,0,0,0,0,2,1,0,0,0,64,65,23,0,20.6043949127197,20,12,12,37,2
"456",1,1,0,0,1,1,2,1,0,0,0,68,68,28,1,11.5870790481567,18,14,12,37,0
"457",1,1,0,0,1,1,2,1,0,0,0,69,69,25,1,15,16,14,15,36,0
"458",0,1,0,0,0,0,0,1,0,0,0,67,67,18,0,18.2417583465576,18,12,12,34,4
"459",0,1,0,0,0,0,3,1,0,0,0,64,64,26,1,NA,16,12,12,33,3
"460",0,1,0,0,0,0,0,1,0,0,0,65,64,26,1,12.9807691574097,13,10,12,34,1
"461",1,1,0,0,0,1,2,1,0,0,0,67,67,26,0,18.8127098083496,16,18,12,34,1
"462",0,1,0,0,0,0,0,1,0,0,0,69,69,25,0,16.8269233703613,18,14,16,36,1
"463",1,1,0,0,0,0,1,0,1,0,0,66,66,23,0,2.69230771064758,12,12,12,NA,1
"464",1,1,0,0,0,0,3,1,0,0,0,70,71,25,1,18.9349117279053,14,12,12,37,2
"465",0,1,0,0,0,0,3,1,0,0,0,66,66,26,0,10.9147605895996,12,12,12,32,2
"466",1,1,0,0,0,1,2,1,0,0,0,71,71,28,1,10.4515047073364,16,19,12,38,1
"467",0,1,0,0,0,1,2,0,0,0,1,61,NA,25,0,6.94444465637207,16,18,12,35,0
"468",1,1,0,0,0,0,3,1,0,0,0,66,66,28,0,18.8216037750244,16,12,12,38,0
"469",1,0,0,1,0,0,3,0,1,0,0,66,67,25,NA,1.15384614467621,12,12,16,32,NA
"470",1,1,0,0,0,0,4,0,1,0,0,71,71,18,0,NA,12,6,8,34,0
"471",0,1,0,0,0,0,3,0,1,0,0,67,68,21,0,9.61538505554199,12,13,14,37,0
"472",0,1,0,0,0,0,4,0,1,0,0,67,66,25,0,13.942307472229,11,12,12,33,0
"473",1,1,0,0,0,0,4,0,1,0,0,NA,70,NA,0,5.5288462638855,12,12,12,NA,0
"474",0,1,0,0,0,0,4,0,1,0,0,65,64,21,0,10.5769233703613,12,12,12,35,0
"475",0,1,0,0,0,0,4,0,1,0,0,63,62,20,0,10.4166669845581,12,12,12,32,0
"476",0,1,0,0,0,0,2,0,1,0,0,60,62,19,0,NA,12,12,12,31,0
"477",1,1,0,0,0,0,2,0,1,0,0,72,72,20,1,6.12244892120361,12,12,8,32,0
"478",0,1,0,0,0,0,6,0,1,0,0,62,62,22,0,18.518518447876,12,9,7,36,0
"479",1,1,0,0,0,0,1,0,1,0,0,74,73,22,0,23.6686382293701,12,12,12,32,0
"480",1,1,0,0,0,0,2,0,1,0,0,71,70,24,0,13.4615383148193,18,12,12,38,1
"481",1,1,0,0,0,1,2,0,0,1,0,75,74,27,1,67.5100936889648,19,16,16,38,3
"482",1,1,0,0,0,1,2,0,1,0,0,74,74,23,1,21.9230766296387,19,16,16,36,0
"483",1,1,0,0,0,0,4,0,1,0,0,68,68,22,0,12.5874128341675,12,10,12,39,0
"484",1,1,0,0,0,0,4,0,1,0,0,69,69,21,0,14.4230766296387,12,10,12,35,0
"485",0,1,0,0,0,0,2,0,1,0,0,63,63,21,0,44.0251579284668,10,12,12,34,0
"486",1,1,0,0,0,0,2,0,1,0,0,66,68,22,0,13.6363639831543,12,14,12,32,0
"487",0,1,0,0,1,0,4,0,1,0,0,66,67,25,1,14.553014755249,14,13,14,36,1
"488",1,1,0,0,1,0,4,0,0,1,0,67,68,21,1,5.76923084259033,12,14,15,32,0
"489",1,1,0,0,0,1,3,0,1,0,0,72,73,26,1,20.12522315979,14,18,12,35,0
"490",1,1,0,0,0,0,3,NA,NA,NA,NA,68,69,26,0,NA,NA,12,12,NA,0
"491",0,1,0,0,0,0,3,0,0,1,0,63,65,21,0,11.5740737915039,12,11,12,37,0
"492",0,1,0,0,0,0,3,0,1,0,0,63,63,25,0,NA,12,12,12,35,0
"493",1,1,0,0,0,0,3,0,1,0,0,73,73,26,1,11.312216758728,13,12,12,32,0
"494",0,1,0,0,0,0,6,0,1,0,0,69,70,28,0,14.4230766296387,14,12,12,37,1
"495",0,1,0,0,0,0,6,0,1,0,0,67,67,23,0,7.00161695480347,12,12,12,36,0
"496",0,1,0,0,0,0,6,NA,NA,NA,NA,67,68,23,0,NA,12,12,12,33,1
"497",1,1,0,0,0,0,4,NA,NA,NA,NA,74,75,22,NA,NA,NA,11,12,NA,NA
"498",1,1,0,0,0,0,4,0,1,0,0,68,68,24,NA,36.1111106872559,12,11,10,38,NA
"499",0,1,0,0,0,0,4,0,1,0,0,62,62,21,0,6.25,12,11,10,35,0
"500",0,1,0,0,0,0,4,NA,NA,NA,NA,64,63,26,0,NA,NA,11,10,32,0
"501",0,1,0,0,1,1,2,0,0,1,0,64,65,23,1,15.625,19,12,12,32,3
"502",1,1,0,0,0,1,3,1,0,0,0,71,71,26,0,18.4615383148193,12,12,16,36,2
"503",0,1,0,0,0,0,2,0,1,0,0,66,67,25,0,0,12,10,10,35,0
"504",0,1,0,0,0,0,2,0,1,0,0,62,62,22,0,3.70370364189148,9,10,10,32,0
"505",1,1,0,0,0,1,3,0,1,0,0,72,71,21,1,24.0384616851807,12,12,12,36,0
"506",0,1,0,0,0,1,3,0,1,0,0,62,62,28,1,3.0905077457428,16,14,12,35,1
"507",0,1,0,0,0,0,9,0,0,0,1,68,67,24,0,15.625,14,NA,14,34,1
"508",1,1,0,0,0,0,3,0,0,0,1,70,71,21,0,11.1888113021851,12,9,14,33,0
"509",1,1,0,0,0,0,2,NA,NA,NA,NA,71,70,28,1,NA,NA,12,12,NA,0
"510",0,1,0,0,0,1,2,NA,NA,NA,NA,66,67,26,0,NA,NA,14,11,NA,1
"511",1,1,0,0,0,1,2,NA,NA,NA,NA,70,70,21,0,NA,NA,12,12,NA,1
"512",1,1,0,0,0,0,0,NA,NA,NA,NA,69,NA,24,NA,NA,NA,10,10,NA,NA
"513",1,0,1,0,0,0,4,0,1,0,0,68,67,28,1,20.1923084259033,14,6,11,34,0
"514",0,0,1,0,0,0,4,0,1,0,0,62,62,27,0,NA,12,6,11,NA,0
"515",0,1,0,0,0,0,1,NA,NA,NA,NA,64,64,24,0,NA,NA,8,8,NA,1
"516",1,0,1,0,0,0,8,0,1,0,0,68,62,19,0,NA,12,NA,16,35,0
"517",1,0,1,0,0,0,7,0,1,0,0,69,69,28,0,8.34542846679688,12,NA,11,33,0
"518",1,0,1,0,0,0,7,0,1,0,0,71,68,22,0,4.34782600402832,12,NA,11,33,0
"519",0,0,1,0,0,0,6,0,1,0,0,61,62,21,0,0,11,NA,11,NA,0
"520",1,0,1,0,0,0,7,0,1,0,0,71,71,28,0,16.105770111084,16,8,12,38,0
"521",1,0,1,0,0,0,7,0,1,0,0,69,69,28,0,NA,17,11,11,36,0
"522",0,0,1,0,0,0,7,0,1,0,0,64,64,25,0,11.057692527771,13,11,11,33,0
"523",1,0,1,0,0,0,7,0,1,0,0,66,69,22,1,4.90196084976196,15,11,11,32,0
"524",1,0,1,0,0,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"525",0,0,1,0,0,0,7,0,0,1,0,NA,NA,NA,NA,4.32692289352417,15,NA,NA,35,NA
"526",1,1,0,0,0,0,2,0,1,0,0,73,73,21,1,9.53177261352539,12,11,11,NA,1
"527",0,1,0,0,0,1,2,0,1,0,0,63,63,27,1,12.6995649337769,13,20,13,38,3
"528",0,1,0,0,0,0,2,0,1,0,0,62,62,22,1,12.1794872283936,12,12,12,32,2
"529",0,1,0,0,0,0,2,NA,NA,NA,NA,NA,64,NA,1,NA,NA,NA,12,NA,2
"530",0,1,0,0,0,0,1,0,1,0,0,NA,66,21,0,NA,9,8,5,39,0
"531",1,1,0,0,0,0,2,0,1,0,0,NA,68,21,1,15.544041633606,9,12,NA,39,0
"532",0,1,0,0,0,0,6,NA,NA,NA,NA,63,63,20,0,NA,NA,3,12,NA,0
"533",0,1,0,0,0,0,3,0,1,0,0,59,59,23,0,NA,14,12,12,36,0
"534",1,1,0,0,0,0,3,0,1,0,0,64,64,21,0,8.69565200805664,11,NA,11,32,0
"535",1,1,0,0,0,0,4,0,1,0,0,70,71,23,0,NA,10,10,9,NA,0
"536",0,1,0,0,0,0,9,0,1,0,0,66,66,22,0,3.48837208747864,10,7,8,35,1
"537",1,1,0,0,0,0,9,0,1,0,0,69,67,21,0,14.4230766296387,12,7,8,33,0
"538",1,1,0,0,0,0,5,0,1,0,0,73,72,21,0,2.95655727386475,12,NA,NA,38,0
"539",1,1,0,0,0,0,3,NA,NA,NA,NA,70,70,26,0,NA,NA,8,8,NA,1
"540",1,1,0,0,0,0,3,0,0,1,0,68,69,26,1,10.4166669845581,12,8,8,33,1
"541",1,1,0,0,0,0,3,0,0,0,1,70,71,27,1,11.6666669845581,10,NA,8,33,0
"542",0,1,0,0,0,0,7,0,1,0,0,68,68,21,0,NA,10,7,6,34,0
"543",1,1,0,0,0,0,1,0,1,0,0,71,71,23,1,7.01357460021973,12,12,12,36,0
"544",0,1,0,0,0,0,1,0,1,0,0,67,68,23,1,12.0192308425903,12,11,12,35,0
"545",1,1,0,0,0,1,2,NA,NA,NA,NA,72,NA,28,NA,NA,NA,10,12,37,NA
"546",0,1,0,0,0,0,5,0,1,0,0,60,60,19,0,9.09090900421143,10,16,9,32,0
"547",1,1,0,0,0,0,5,0,1,0,0,69,69,27,0,13.7631978988647,11,16,9,38,0
